index,name,lyric
,leylaklarin-hayali,"['Leylâkların hayâli, salkımların emeli', 'Görmektir her gönülde hâkim bir hanım eli', 'Mâdemki bu hayâtın rûyâ imiş temeli', 'Gençlik elden gitmeden zevk û safâ sürmeli', ' Gönül dili çiçekler ve kuşların dilidir', 'Bu il sümbül ilidir, bu il bülbül ilidir', 'Bu dünya cennetinde gülüp eğlenmelidir', 'Gençlik elden gitmeden zevk û safâ sürmeli', '']"
,madem-kustun-dargindin,"['Madem küstün dargındın neden geldin ağladın', 'Rıhtımda boynu bükük bana mendil salladın', 'Bu halimle beni bil şifasız yaraladın', 'Rıhtımda boynu bükük bana mendil sallladın', '']"
,manolyam,"['Uzun yıllar bekledim,hakikat oldu rüyam', 'Uzun yıllar bekledim,hakikat oldu rüyam', 'Koklamaya kıyamam,benim güzel manolyam', 'Koklamaya kıyamam,benim güzel manolyam', 'Nazlı çiçeğimsin sen,sevdana dayanamam', 'Nazlı çiçeğimsin sen,sevdana dayanamam', 'Koklamaya kıyamam,benim güzel manolyam', 'Koklamaya kıyamam,benim güzel manolyam', '']"
,masal,"['Ben de küçükken herkes gibi masal dinler,masal masal dolanırdım. ', 'Her masal dinlediğimde,masal olacağım sanırdım. ', 'Günün birinde kimse bana masal anlatmayacak zanneder,', 'Üzülür, kahrolurdum', ' Heyhat, gel gör ki her önüme çıkan hala masal anlatıyor bana ', 'Artık masal dinlemek istemiyorum kimseden ', 'Bir varmış, bir yokmuş diye ', 'Kendimi, aşkımı anlatmak istiyorum sana masal yerine', ' Evvel zaman içinde ', 'Gönlüm duman içinde ', 'Hem sevip hem sevilmek ', 'Eski masal içinde ', ' Kederle neşenin dostluk kurduğu ', 'Siyahla beyazın pembe olduğu ', 'Dertlerin bittiği aşkın dolduğu ', 'Bir masal getirdim bu gece sana ', ' İster ellerimi tutarak dinle ', 'İster gözlerini yumarak dinle ', 'Bırak dertler mazide kalsın ', 'Getir mutluluğu kendi elinle ', ' Perdenin ardına saklanma artık ', 'Mutluluk dersem çık, dert dersem çıkma ', 'Ne az git, ne uz git, bekletmeden gel ', 'Kurduğum sarayı görmeden yıkma ', ' Sensizlik saçlarıma düşürdü hatıralar kışını ', 'Hayat sahnesinde tek başıma bekliyorum alkışımı ', ' Biz görmeden sevdik birbirimizi ', 'Biri bize aynı masalı, yalanı anlatmış ', 'Bizi bizden ayrı tutmuş yıllarca ', 'Kader bu aşka biraz neşe, biraz keder, gözyaşı katmış ', ' Hasretim dağlarken ', 'Ümidim çağlarken ', 'Ağlarım yıllarca, gel ', 'Hislerim yoruldu ', 'Umudum kırıldı ', 'Gözyaşım duruldu, gel, ', ' Dertsiz girdim dertli çıktım ', 'Dost sandığım meyhaneden ', 'Yarınlara ümitlerle ', 'Ben bakmaya korkuyorum ', ' Ne çektimse senden çektim yakacağım şu kalbimi ', 'İçimde sen varsın diye ben yakmaya korkuyorum ', ' Ne hoş rüyam ne boş hülyam bana tek dost kendi dünyam ', 'İçimde sen varsın diye ben çıkmaya korkuyorum ', '']"
,mehtaba-burunmus-gece,"['Mehtaba bürünmüş gece', 'Bir gelindir al duvaklı yıldızlar birer bilmece', 'Kalbim gibi gizli saklı', ' Mehtap dalgın, gece ıssız o da benim gibi yalnız', 'Susma öyle güzel gece söyle', 'Söyle bana nedir bu aşk u sevda', '']"
,melegim,"['seni sevmek sana yanmak senin olmak dileğim', 'bu elemler yeter artık beni üzme meleğim x2 ', 'senin aşkınla tutuşmak kabahat mi bileyim', 'bu elemler yeter artık beni üzme meleğim x2', '']"
,menekse-gozlerde-hic-vefa-yokmus,"['Menekşe gözlerde hiç vefa yokmuş', 'Yalancı hepsi de hiç sefa yokmuş', 'Yalancısın yalancı menekşe gözlü sarışın kız', 'Yalancısın yalancı menekşe gözlü sarışın kız', 'Yalancısın yalancı menekşe gözlü sarışın kız', ' Menekşe gözlerinin hiç günahı yok', 'Eğer günah varsa sende günah çok', 'Yalancısın yalancı menekşe gözlü sarışın kız', 'Yalancısın yalancı menekşe gözlü sarışın kız', 'Yalancısın yalancı menekşe gözlü sarışın kız']"
,menekselendi-sular,"['Menekşelendi sular, sular menekşelendi', 'Esmer yüzlü akşamı dinledim yine sensiz', 'Leylak pırıltılarla bahçeler gölgelendi', 'İnledi yine bülbül, olmazmış gül dikensiz', ' Dikensiz gül olmazmış', 'Çilesiz bülbül ayşe', 'Her kuş bülbül olmazmış', 'Her çiçek de gül ayşe', ' Ne bülbül gülü sevdi seni sevdiğim kadar', 'Ne böyle seven gönül, ne de senden güzel var', 'İçli bir özleyişle bırak beni yanayım', 'Gözlerinde gördüğüm rüyama inanayım', ' Dikensiz gül olmazmış', 'Çilesiz gönül ayşe', 'Her kuş bülbül olmazmış', 'Her çiçek de gül ayşe']"
,mevlana,"['Dudağın alevdir', 'Kirpikler Ok gibi', 'Kim deli divane olmaz', 'Görse didarım Seni', ' Kaşlar kara gözler kara', 'Gerdanda ki benler kara', 'Kim, kara sevdaya düşmez', 'Görse gözleri seni', ' İç bade güzel sev', 'Varsa aklı şuurun', '']"
,mihrabim-diyerek,"['mihrabım diyerek sana yüz vurdum', 'gönlümün dalında bir yuva kurdum (2)', ' yıllardan beridir yalvarıp durdum', 'sevgilim demeyi öğretemedim (2)', ' gönlünde sevgime yer vermedin de', 'yaban güllerini hep derledin de (2)', ' ellerin ismini ezberledin de', 'bir benim adımı öğretemedim', 'sonunda hicranı öğrettin bana', 'ben sana sevmeyi öğretemedim']"
,muhabbet-bagina,"['Muhabbet bağına girdim bu gece,', 'Açılmış gülleri derdim bu gece,', 'Vuslatın çağına erdim bu gece;', 'Muhabbet doyulmaz bir pınarmış.', 'Ararım, ararım, ararım seni her yerde;', 'Sorarım ıssız gecelerde, sevgilim nerde?', ' Açıldı bahtımın gonca gülleri,', 'Gönül bağında öter bülbülleri,', 'Aşkıma sarayım hep gönülleri,', 'Muhabbet doyulmaz bir pınarmış.', 'Ararım, ararım, ararım seni her yerde;', 'Sorarım ıssız gecelerde, sevgilim nerde']"
,muhayyer-kurdi-pesrevi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,muhur-gozlum,"['Mühür gözlüm seni elden', 'Sakınırım kıskanırım', 'Uçan kuştan esen yelden (Yağan kardan esen yelden)', 'Sakınırım kıskanırım (Sakınırım kıskanırım)', ' Havadaki turnalardan', 'Su içtiğin kurnalardan', 'Giyindiğin urbalardan', 'Sakınırım kıskanırım', ' Beşikte yatan kuzundan', 'Hem oğlundan hem kızından', 'Ben seni senin gözünden', 'Sakınırım kıskanırım', "" Al'İzzet'i oncalardan"", 'Elindeki goncalardan', 'Yerdeki karıncalardan', 'Sakınırım kıskanırım']"
,nolsun-bu-kadar-ah-u-figan-gonul,"[""N'olsun bu kadar ah u figan gönül"", 'Ettin beni rusvay-i cina ah göül', 'Ducar-i bela etmedesin basima her gün', 'Rahat mı bulur sana uyan ah gönül', '']"
,ne-bildin-kiymetim,"['Ne bildin kıymetin', 'Reva mı şiddetin', 'Reva mı hiddetin', 'Zulmeden sen misin ?', ' Bilmem ki ben miyim ?', 'Kader mi, talih mi ?', 'Ağyar mı ? acep kim ?', 'Kıskançlık alevin', ' Kalplere girelim', 'Sen deli, ben deli', 'Aşk deli, ruh deli', 'Severken ben seni', '']"
,ne-cikar-bahtimizda-ayrilik-varsa,"['Ne çıkar bahtımızda ayrılık varsa yarın      ', 'Sanma ki hikayesi şu titreyen dalların         ', 'Düşen yaprakla biter.', 'Böyle bir kara sevda, kara toprakta biter.   ', 'Ağlama, olma mahzun, gülerek bak yarına      ', 'Sanma ki güzelliğin, o ipek saçların   ', 'Dökülen akla biter.', 'Böyle bir kara sevda, kara toprakta biter', '']"
,ne-demistin-nicin-caydin-sozunden,"['Ne Demiştin Niçin Caydın Sözünden   ', 'Hevesin Bir An mıydı Yeminin Yalan mıydı   ', ' Ah Vefasız Anlıyorum Gözünden   ', 'O Bakış Bir An mıydı O Gülüş Yalan mıydı   ', ' Hangi Kara Kedi Ayırdı Bizi      ', 'Seni Hercai Seni Hani Sevmiştin Beni', '']"
,ne-kadar-cok-sevdim,"['İsyan etmedim', 'Pişman değilim', 'Taş bastım kan ağlayan bağrıma', 'İstemem kimse gelmesin yanıma', 'Dertliyim dertli', 'Dertliyim dertli', ' Bir gülü sevdim, bir onu sevdim', 'Tek mevsimlikmiş ah geçiverdi', 'Gel etme dedim, kal gitme dedim', 'Söz dinlemedim, ah kaçıverdi', ' Belki dönecek', 'Tekrar sevecek', 'Şu garip gönlüme olanlar olmuş', 'Belki de o beni çoktan unutmuş', 'Nerde kimbilir', 'Aşıktır allah bilir']"
,ne-o-bensiz-edebilir-ne-temelli,"['Ne o bensiz edebilir', 'Ne temelli gidebilir', 'Bende böyle bunu bilir', ' Sade gözden ırağız biz', 'Alev alev çerağız biz', 'Ayrılsakta beraberiz', ' Gün olur ne arar sorar', 'Gizlenir de beni sınar', 'Bilirimki içi yanar', ' ']"
,ne-olsun-bu-kadar-ah-u-figan-gonul,"[""N'olsun bu kadar ah u figan gönül"", 'Ettin beni rusvay-i cina ah gönül', 'Ducar-i bela etmedesin başıma her gün', 'Rahat mi bulur sana uyan ah gönül', '']"
,ne-olur-anla-beni,"['Ne olur anla beni', 'Koyma bu canla beni', 'Onmaz yaralarım var', 'Acıma dağla beni', ' Ben sevdalar çölüyüm', 'Keder mihnet gölüyüm', 'Yaşayan bir ölüyüm', 'Kerem et sağla beni', ' Kapına kul olayım', 'Dilersen kahrolayım', 'Ellerinde solayım', 'Umuda bağla beni']"
,ne-olursun,"['Gel gönlümü yerden yere', 'Vurma güzel ne olursun', 'Gül dururken dikenleri', 'Derme güzel ne olursun', ' Git diyemem kal diyemem', 'Sen goncasın gül diyemem', 'Çok severim söyleyemem', 'Sorma güzel ne olursun', ' Sevgin nefes sevgin candır', 'Sevgin bana heyecandır', 'Kalbim ince bir fidandır', 'Kırma güzel ne olursun']"
,ne-senin-askina-muhtac,"['Ne senin aşkına muhtaç, ne esirin olacağım', 'Öyle bir sevgili buldum ki, seni unutacağım', 'Yeni aşkın kucağında, yeniden doğacağım', 'Öyle bir sevgili buldum ki, seni unutacağını', '']"
,ne-sevincin-omru-varmis,"['Ne sevincin ömrü varmış', 'Ne gün gören çok yaşarmış', 'Meğer hayat bir masalmış', 'Zevk-u safa yalan imiş', ' Kaçan fırsat elde kuşmuş', 'Herşey fani, hayat boşmuş', 'Mecnun, Kerem boşa coşmuş', 'Aşk ve vefa yalan imiş', ' Hani Harun malı nitmiş', 'Hani Lokman canı nitmiş', 'Hani Cengiz şanı nitmiş', 'Yalan dünya, yalan imiş']"
,ne-yaptim-kendimi-nasil-aldattim,"['Ne yaptım kendimi nasıl aldattım', 'Elimle ruhum ateşe attım', 'Kırım o ince kalbi gönlümü ele sattım', 'Çileli bülbül gibi dilimle derde çattım', 'Bin ızdırap yarattım', ' Değiştim dikeni nazlı gülümle', 'Taptığım mihrabı yıkdım elimle', 'Vefasızlığımı dedim dilimle', 'Yari feda edip her emelimle', 'Aşka ihanetin zehrini kattım']"
,ne-zaman-bir-ayak-sesi-isitsem,"['Ne zaman bir ayak sesi', 'Geçse kapımın önünden', 'Sanırım her seferinde geliyormuş gibisin sen', 'Böyle ümit içinde hep beklemek ne zormuş bilsen', 'Beklemek ne zormuş bilsen', 'Gel artık gel geleceksen', 'Gül artık gül güleceksen', '']"
,ne-zaman-geleceksin,"['Ne zaman geleceksin', 'Bu kaçınçı bahar', ' Nerde o yeminler', 'Hani nerde verdiğin siözler', 'Ne zaman geleceksin', 'Bu kaçıncı bahar', 'Ne zaman geleceksin', ' Seneler geçiyor', 'Bir ömür bitiyor', ' Nerde o yeminler', 'Hani nerde verdiğin sözler', 'Ne zaman geleceksin', 'Bu kaçıncı bahar', 'Ne zaman geleceksin']"
,neden-hala-seversin-onda-vefa-yok-gonul,"['Neden hâlâ seversin onda vefâ yok gönül', 'Ahın alemi sardı derde şifa yok gönül', 'Bunca hicran bitmeden zulme sabrın mı kaldı', 'Bu derbeder kaderle ömre safa yok gönül', '']"
,nedir-a-sevdigim-soyle-bu-halin,"['Nedir a sevdiğim söyle bu halin', 'Niçin böyle sarardı gül cemalin', 'Senin elbette vardır bir melalin', 'Niçin böyle sarardı gül cemalin', '']"
,neler-ettin-sen-neler,"['Neler ettin sen neler', 'Senelerce sen bana', 'Dermanım dertten beter', 'Derdimi açmam sana', ' Yapma dedim kaç kere', 'Yaktın beni boş yere', 'Avuç açar göklere', 'Elimi açmam sana', ' Hergün başka dert olsa', 'Başıma karlar yağsa', 'Mahşere dek boş kalsa', 'Kalbimi açmam sana', ' ']"
,nerden-dustum-ben-bu-aska,"['Nerden düştüm ben bu aşka', 'Ne verdi ki dertten başka', 'Sevmeseydim seni keşke', 'Ne güzeldi sensiz hayat', ' Yaşantım sanki esaret', 'Kalmadı bende cesaret', 'Beni bu aşktan azad et', 'Ne güzeldi sensiz hayat', ' Nazarında ben bir hiçim', 'Ağlıyorum için için', 'Seni sevmek bütün suçum', 'Ne güzeldi sensiz hayat']"
,nereden-sevdim-o-zalim-kadini,"['Nereden sevdim o zalim kadını', 'Bana zehretti hayatımın tadını', 'Söylemem sormayın asla adını', 'Bana zehretti hayatımın tadını', '']"
,nereye-gidiyorum,"['Seninle aşkımızın bir', 'Sonu yok biliyorum', 'Vazgeçmek elde değil', 'Nereye, nereye gidiyorum?', ' Sevdanın yollarında,', 'Kaderin kollarında', 'Bir gönül oyununda', 'Nereye, nereye gidiyorum?', ' Yalan yanlış demeden', 'Önümü görmeden', 'Vefasız senle ben', 'Nereye, nereye gidiyorum?', ' Sevdanın yollarında,', 'Kaderin kollarında', 'Bir gönül oyununda', 'Nereye, nereye gidiyorum']"
,neva-pesrev,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,nice-bir-askinla-feryad-edeyim,"['Nice bir aşkınla feryad edeyim', 'Bir unulmaz dag-i derdim var benim', 'Söylemezdim derdim amma, neyleyim', 'Bir unutmaz dag-i derdim var benim', '']"
,nicin-a-sevdigim,"['Niçin a sevdiğim niçin', 'Seni sevdim budur suçum', 'Turrelenmiş sırma saçın', 'Çözen benden beter olsun', ' Yeter olsun yeter olsun', 'Çok ağlattın yeter olsun', 'Güzel geçersen elime', 'Seni çekerim yemine', ' Benim şimdiki halime', 'Gülen benden beter olsun', 'Yeter olsun yeter olsun', 'Çok ağlattın yeter olsun']"
,nicin-baktin-bana-oyle,"['Niçin baktın bana öyle', 'Derdin nedir, durma söyle', ' Durgunsun sular gibi & İçli duygular gibi', 'Gözlerinde sevda var & Derin uykular gibi', ' Niçin baktın bana öyle', 'Derdin nedir, durma söyle', ' Gül dalında gonca güller & Bülbül sevdasında çiler', 'Söyle dermanın olayım & Dertli olan devâ diler', '']"
,nideyim-sahni-cemen,"['(Ah) Nideyim sahn-ı çemen seyrini cânânım yok', '(Ah) Bir yanımca salınır serv-i hırâmânım yok', 'Yâr, yâr kurbanın olam yâr', 'Dost, dost hayranın olam dost', 'Yel lel li ye le la la la la ömrüm ye le la li', 'Te re li ye le la la la la ömmrüm ye le la li', '(Ah) Bir yanımca salınır serv-i hırâmânım yok', '']"
,nihansin-dideden,"['Nihansın dideden ey mest-i nazım', 'Bana sensiz cihanda can ne lazım', 'Benim sensin felekte çare sazım', 'Bana sensiz cihanda can ne lazım', ' Sezadır matemim tutsa felekler', 'Bana insan değil ağlar melekler', 'Hevaya gitti hep bunca emekler', 'Bana sensiz cihanda can ne lazım', '']"
,nihavent-pesrev,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,nihavent-ud-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,o-agacin-alti,"['Gölgesinde mevsimler boyu oturduğumuz', 'Hep elele vererek hayaller kurduğumuz', 'Kimi üzgün kimi gün neşeyle dolduğumuz', 'O ağacın altını şimdi arıyormusun', 'O güzel günler için bilmem yanıyormusun', ' Attığımız tarihte çizdiğimiz o kalpte', 'Silinmemiş duruyor hepsi yerli yerinde', 'Sen şarkılar söylerdin yatarken dizlerimde', 'O ağacın altını şimdi arıyormusun', 'O güzel günler için bilmem yanıyormusun']"
,o-beni-bir-bahar-aksami-terkedip-gitti,"['O beni bir bahar akşamı terk edip gitti', 'Ne o geri geldi, ne bu ömür bitti', 'Nerdesin, nerdesin yeşil gözlü meleğim', 'Nerdesin, nerdesin şirin sözlü bebeğim', ' Ne olur bir bahar akşamı sen bana dönsen', 'Yine benim olsan, yine beni sevsen', 'Gel bana dön bana, yeşil gözlü meleğim', 'Dön bana, gel bana şirin sözlü bebeğim', '']"
,o-cesme,"['O çeşme kurumuş, akmıyor artık', 'Suyundan aşıklar içmiyor artık', ' Damla damla dolduğumuz', 'Damla damla içtiğimiz', 'Her yudumda mutluluğu', 'Aşkımızı tattığımız', ' O çeşme kurumuş, akmıyor artık', 'Suyundan aşıklar içmiyor artık', ' ']"
,odam-kirec-tutmuyor,"['Odam kireç tutmuyor', 'Kumunu katmayınca', 'Sevda baştan gitmiyor', 'Sarılıp yatmayınca', ' Baba ben derviş miyem', 'Hırkamı giymiş miyem', 'Ben sevdim eller aldı', 'Niye ben ölmüş müyem', ' Odamı kireç eyle', 'Yüzümü güleç eyle', 'Yandım aşkın elinden', 'Gel bana ilaç eyle', ' Odam kireçtir benim', 'Yüzüm güleçtir benim', 'Soyun da gel yanıma', 'Tenim ilaçtır benim']"
,odasina-girdim-fincan-elinde,"['Odasına girdim fincan elinde', 'Saatin kordonu ince belinde', ' Kaşları keman keman', 'Gözleri yaman', ' Odasına girdim ne haller olmuş', 'Kaşı ile gözü ne yaman uymuş', ' Kaşları keman keman', 'Gözleri yaman', "" İstanbul'la Üsküdar'ın arası"", 'Yaktı beni gözlerinin karası', ' Kaşları keman keman', 'Gözleri yaman']"
,olmaz-ilac,"['Olmaz ilaç sine-i sad pareme', 'Çare bulunmaz bilirim yareme', 'Baksa tabiban-ı cihan çareme', 'Çare bulunmaz bilirim yareme', ' Kastediyor tir-i müjen canıma', 'Gözleri en son girecek kanıma', 'Şerhedemem halimi cananıma', 'Çare bulunmaz bilirim yareme', '']"
,oturmus-desti-elinde-cesme-tasina,"['Oturmuş desti elinde çeşme taşına', 'Oyalı yemeni sarmış ayşem başına', 'Fidan boylu ayşem basmış on beş yaşına', 'Kıvrak ayşe kız, oynak ayşe kız, şakrak ayşe kız şen', 'Köyün biricik kızı', 'Ayşe kız vurgunum sana ben', '']"
,oy-cinicini,"['Oy çin çini çin çini lo', 'Öpem ağzın içini', 'Öperken ısırmışam lo', 'Bağışla sen suçumi', 'Çin çini gözün kara', 'Açtın kalbimde yara', 'Eller seni görmeden lo', 'Gel bana ara sıra', 'Oy çin çini çin çini', 'Yerim ağzın içini', 'Gündüz gelme gece gel lo', 'Gönlümün güvercini çin çini']"
,olmek-istiyorum,"[""Yücelerden gelen sese çek beni tanrı'm!"", 'Bilinmeyen diyarları istiyorum', 'Oralarda türkü söylemek,', 'Oralarda şarkı..', 'Yıldızdan yıldıza atlamak', 'Tabanlarım alev alev..', ' Karadut gölgesinde başak olur mu', 'Hayallerim saçma', 'Saçma diye sana derler', 'Sen diye de bana', 'Kaç serçe vuruldu sorsana', '']"
,olursem-yaziktir-sana-kanmadan,"['Ölürsem yazıktır sana kanmadan', 'Ölürsem yazıktır sana kanmadan', 'Kolların boynumda halkalanmadan', 'Kolların boynumda halkalanmadan', ' Bir günüm geçmiyor seni anmadan', 'Derdine katlandım hiç usanmadan', ' Diyorlar kül olmaz ateş yanmadan', 'Denizler durulmaz dalgalanmadan', ' Diyorlar kül olmaz ateş yanmadan', 'Denizler durulmaz dalgalanmadan']"
,oluyorum-kederimden,"['Ölüyorum kederimden', 'El içine çıkmaya yüzün kalmadı', 'Ah ömrüm hiç gibi geçti', 'Derdin ne diye soran olmadı', 'Ömrüm hiç gibi geçti', 'Derdin ne diye soran olmadı', 'Çaresizlik içindeyim', 'Karanlık dünyama ışık tutan olmadı', 'Ah ömrüm hiç gibi geçti', 'Derdin ne derdin nediye soran olmadı', 'Ömrüm hiç gibi geçti', 'Derdin ne diye soran olmadı']"
,omrum-seni-sevmekle-nihayet-bulacaktir,"['Ömrüm seni sevmekle nihayet bulacaktır', 'yalnız senin aşkın ile ruhum solacaktır', 'Son darba-i kalbim yine ismin olacaktır', '']"
,omrum-senin-olsun,"['Ömrüm senin olsun', 'Gülüşün gülden güzel', 'Bakışın ömre bedel', 'Esirindir bu gönül', ' Bekletme gel artık gel', 'Ömrüm senin olsun', 'Gel biricik meleğim', 'Senin olmak dileğim', ' Aşkını söyle bana', 'Sevdiğini bileyim', 'Ömrüm senin olsun', 'Senin olsun bu gönül']"
,omrumce-hep-adim-adim,"['Ömrümce hep adım adım', 'Heryerde seni aradım', 'Ben kalbimden başka yerde', 'İnan seni bulamadım', ' Kenarlarda köşelerde', 'Kadehlerde şişelerde', 'Ben kalbimden başka yerde', 'İnan seni bulamadım', '']"
,oyle-ozledim-ki,"['Öyle özledim ki sevgilim seni', 'Hasret zincirini kırasım geldi', 'Sevgiyle bakan o güzel gözleri', 'Özledim sevgilim göresim geldi', ' Seviyorum dedim anlamadın ki', 'Uğruna canımı veresim geldi', 'İmzanı atıp da verdiğin resmi', 'Basıp şu bağrıma öpesim geldi', ' Öyle bir sevda ki içimi', 'Yolunda sevgilim ölesim geldi']"
